epoch,acc,loss,val_acc,val_loss
0,0.99757179054054057,0.010827401621468566,0.89453125,0.48239303287118673
1,0.99936655405405406,0.0071082520393050599,0.8974609375,0.47136835753917694
2,1.0,0.0049144867744699526,0.892578125,0.50473261997103691
3,1.0,0.0034547298989334218,0.890625,0.48404060304164886
4,1.0,0.0030049450059949951,0.8935546875,0.52904226630926132
5,0.98194679054054057,0.057662666271868591,0.7890625,1.5837409049272537
6,0.9888091216216216,0.035378016034342548,0.8251953125,0.9727364256978035
7,0.99704391891891897,0.01314488281747578,0.892578125,0.51959845423698425
8,1.0,0.0067306752064944927,0.888671875,0.52990357577800751
9,1.0,0.0050435433151653488,0.89453125,0.49457681551575661
10,1.0,0.0043921881997202698,0.8955078125,0.48620591312646866
11,1.0,0.0038983165223554178,0.9033203125,0.39308404363691807
12,1.0,0.0035513064452774219,0.8955078125,0.51970368251204491
13,1.0,0.0031609035606772916,0.9013671875,0.48096374422311783
14,1.0,0.0028685677035183116,0.896484375,0.45511412248015404
15,1.0,0.0025970140170003915,0.890625,0.57712090015411377
16,1.0,0.0023568140003024725,0.8955078125,0.49459298327565193
17,1.0,0.0021257205202395249,0.8994140625,0.4677136093378067
18,1.0,0.0019169833787993805,0.892578125,0.57017061114311218
19,1.0,0.0017496033672344041,0.8994140625,0.50072295963764191
20,1.0,0.0015778096496580623,0.90625,0.49293513223528862
21,1.0,0.0014300948855265774,0.9033203125,0.48144451528787613
22,1.0,0.0012999417392436314,0.9033203125,0.55319646745920181
23,1.0,0.0011872372549102718,0.9013671875,0.48248928412795067
24,1.0,0.0010686909144341542,0.9072265625,0.44524683803319931
25,1.0,0.00096305710895968656,0.8994140625,0.48294009640812874
26,1.0,0.00086346836729176541,0.9013671875,0.489515271037817
27,1.0,0.00079179037208165466,0.900390625,0.46856497228145599
28,1.0,0.00072592226992915004,0.90625,0.48190552741289139
29,1.0,0.00064091265635766287,0.9052734375,0.5050490889698267
30,1.0,0.00060540700183451374,0.8935546875,0.57336124405264854
31,1.0,0.00054176135588047166,0.90625,0.45771011337637901
32,1.0,0.0005066892685922416,0.9072265625,0.50207189098000526
33,1.0,0.0004386862797341687,0.90625,0.51281117647886276
34,1.0,0.00041510058902015254,0.9033203125,0.55770055949687958
35,0.94953547297297303,0.18762074490085659,0.7978515625,1.7367931753396988
36,0.97075591216216217,0.089918264062018013,0.8544921875,0.84613395482301712
37,0.99440456081081086,0.023850693770155713,0.8740234375,0.59927643463015556
38,0.99957770270270274,0.010722293757607002,0.888671875,0.52738224714994431
39,1.0,0.0080129133877218581,0.88671875,0.52434123679995537
40,1.0,0.0069121354561601138,0.8876953125,0.51134442910552025
41,1.0,0.0063703211615919264,0.89453125,0.50425254181027412
42,1.0,0.0057850494741688713,0.8984375,0.46998954191803932
43,1.0,0.0052681970284194557,0.9013671875,0.39580743014812469
44,1.0,0.0048877739070637806,0.896484375,0.48263384401798248
45,1.0,0.0044596241535367195,0.8818359375,0.51321956887841225
46,1.0,0.0041302730065040493,0.8955078125,0.44874098338186741
47,1.0,0.0038480685482657441,0.8935546875,0.47973426803946495
48,1.0,0.00348331466493373,0.89453125,0.50716644152998924
49,1.0,0.0032236776660775415,0.8916015625,0.48200692795217037
